Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Youden_J
1.0259999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.027,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0279999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.029,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0299999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.031,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0319999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.033,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0339999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.035,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0359999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.037,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0379999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.039,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0399999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.041,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0419999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.043,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0439999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.045,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0459999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.047,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0479999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.049,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0499999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.051,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0519999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.053,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0539999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.055,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0559999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.057,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0579999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.059,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0599999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.061,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0619999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.063,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0639999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.065,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0659999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.067,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0679999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.069,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0699999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.071,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0719999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.073,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0739999999999998,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.075,3,0,2075,747,1.0,0.004,0.008,0.0,0.996,0.004
1.0759999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,0.0027
1.077,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,0.0027
1.0779999999999998,2,0,2075,748,1.0,0.0027,0.0053,0.0,0.9973,0.0027
1.079,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0799999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.081,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0819999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.083,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0839999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.085,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0859999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.087,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0879999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.089,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0899999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.091,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0919999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.093,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0939999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.095,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0959999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.097,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0979999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.099,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.0999999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.101,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1019999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.103,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1039999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.105,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1059999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.107,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1079999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.109,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1099999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.111,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1119999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.113,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1139999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.115,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1159999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.117,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1179999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.119,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1199999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.121,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1219999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.123,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1239999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.125,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.126,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.127,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.128,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.129,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.13,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.131,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.132,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.133,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.134,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.135,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.136,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.137,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.138,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.139,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.14,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.141,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.142,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.143,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.144,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.145,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.146,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.147,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.148,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.149,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.15,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.151,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.152,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.153,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.154,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1549999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.156,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1569999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.158,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1589999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.16,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1609999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.162,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1629999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.164,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1649999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.166,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1669999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.168,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1689999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.17,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1709999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.172,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1729999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.174,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1749999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.176,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1769999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.178,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1789999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.18,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1809999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.182,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1829999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.184,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1849999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.186,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1869999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.188,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1889999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.19,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1909999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.192,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1929999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.194,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1949999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.196,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1969999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.198,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.1989999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2009999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.202,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2029999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.204,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2049999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.206,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2069999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.208,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2089999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.21,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2109999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.212,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2129999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.214,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2149999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.216,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2169999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.218,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2189999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.22,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2209999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.222,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2229999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.224,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2249999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.226,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2269999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.228,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2289999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.23,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2309999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.232,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2329999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.234,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2349999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.236,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2369999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.238,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2389999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.24,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2409999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.242,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2429999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.244,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2449999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.246,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2469999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.248,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2489999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.25,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.251,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.252,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.253,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.254,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.255,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.256,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.257,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.258,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.259,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.26,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.261,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.262,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.263,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.264,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.265,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.266,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.267,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.268,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.269,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.27,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.271,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.272,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.273,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.274,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.275,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.276,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.277,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.278,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.279,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.28,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.281,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2819999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.283,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2839999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.285,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2859999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.287,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2879999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.289,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2899999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.291,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2919999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.293,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2939999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.295,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2959999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.297,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2979999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.299,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.2999999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.301,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3019999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.303,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3039999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.305,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3059999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.307,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3079999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.309,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3099999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.311,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3119999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.313,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3139999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.315,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3159999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.317,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3179999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.319,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3199999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.321,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3219999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.323,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3239999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.325,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3259999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.327,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3279999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.329,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3299999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.331,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3319999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.333,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3339999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.335,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3359999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.337,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3379999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.339,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3399999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.341,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3419999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.343,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3439999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.345,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3459999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.347,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3479999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.349,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3499999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.351,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3519999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.353,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
